attractor_count,boundary_score,clause_depth,dependency_distance,diversity_bonus,grammatical_score,hardness_score,model_failed,over_quota_penalty,phenomenon,preference_margin,sentence_bad,sentence_good,subtype,template_type,uid,ungrammatical_score
1,0.4694301060269126,1,5,0.0,-10.810177394321986,1.0789956229074293,True,0.15625,agreement,-0.005305698939730874,The musician who the brokers observe listen.,The musician who the brokers observe listens.,object_relative_clause_plural_embedded_who,relative_clause,candidate-00307,-10.804871695382255
0,0.9843052455355874,1,5,0.140625,-10.812081473214286,1.6327933175222582,True,0.0,agreement,-0.00015694754464412597,The chef that the mechanic calls study.,The chef that the mechanic calls studies.,object_relative_clause_that,relative_clause,candidate-00090,-10.811924525669642
0,0.7217450823102425,1,5,0.234375,-10.818592616489955,1.595525796072811,True,0.0,agreement,-0.002782549176897575,The bird that the visitor knows open.,The bird that the visitor knows opens.,object_relative_clause_that,relative_clause,candidate-00017,-10.815810067313057
0,0.9944414411272575,1,5,0.078125,-10.797864641462054,1.5753512791225015,True,0.0,agreement,-5.5585588727424806e-05,The guard that the lawyer supports notice.,The guard that the lawyer supports notices.,object_relative_clause_that,relative_clause,candidate-00123,-10.797809055873326
0,0.578094482421875,1,5,0.25,-10.801641191755023,1.5394691467285155,True,0.0,agreement,-0.00421905517578125,The nurse that the farmer guides move.,The nurse that the farmer guides moves.,object_relative_clause_that,relative_clause,candidate-00002,-10.797422136579241
0,0.5713370186942726,1,5,0.21875,-10.803587777273995,1.504847172328442,True,0.0,agreement,-0.004286629813057274,The scientist that the doctor follows laugh.,The scientist that the doctor follows laughs.,object_relative_clause_that,relative_clause,candidate-00034,-10.799301147460938
0,0.7251238141741325,1,5,0.0,-10.809949602399554,1.362836783272892,True,0.0,agreement,-0.002748761858258675,The nurse that the neighbor sees open.,The nurse that the neighbor sees opens.,object_relative_clause_that,relative_clause,candidate-00164,-10.807200840541295
0,0.49970245361328125,1,5,0.109375,-10.835426330566406,1.3597265243530274,True,0.0,agreement,-0.0050029754638671875,The manager that the girl admires listen.,The manager that the girl admires listens.,object_relative_clause_that,relative_clause,candidate-00098,-10.830423355102539
0,0.5714460100446175,1,5,0.0625,-10.812966482979911,1.348651559012264,True,0.0,agreement,-0.004285539899553825,The teacher that the neighbor questions move.,The teacher that the neighbor questions moves.,object_relative_clause_that,relative_clause,candidate-00133,-10.808680943080358
0,0.8007774353027344,1,5,0.0,-10.80881404876709,1.2130879402160644,True,0.1875,agreement,-0.0019922256469726562,The guard that the neighbor admires arrive.,The guard that the neighbor admires arrives.,object_relative_clause_that,relative_clause,candidate-00279,-10.806821823120117
0,0.8659406389508675,1,5,0.0,-10.813636779785156,0.8393543788364828,True,0.59375,agreement,-0.0013405936104913252,The nurse that the artist guides travel.,The nurse that the artist guides travels.,object_relative_clause_that,relative_clause,candidate-00386,-10.812296186174665
0,0.575369698660765,1,5,0.0,-10.822408403669085,0.7568594796317218,True,0.53125,agreement,-0.00424630301339235,The judge that the clerk sees move.,The judge that the clerk sees moves.,object_relative_clause_that,relative_clause,candidate-00358,-10.818162100655693
0,0.9146597726005226,1,5,0.0,-10.802245003836495,0.7386652265276608,True,0.71875,agreement,-0.0008534022739947744,The manager that the farmer trusts speak.,The manager that the farmer trusts speaks.,object_relative_clause_that,relative_clause,candidate-00443,-10.8013916015625
0,0.5612008231027801,1,5,0.0,-10.819388253348214,0.6247892107282873,True,0.65625,agreement,-0.004387991768972199,The author that the neighbor likes laugh.,The author that the neighbor likes laughs.,object_relative_clause_that,relative_clause,candidate-00426,-10.815000261579241
0,0.972098214285765,1,5,0.125,-10.804187229701451,0.6110212053571683,False,0.0,agreement,0.0002790178571423496,The judge that the mechanic likes close.,The judge that the mechanic likes closes.,object_relative_clause_that,relative_clause,candidate-00096,-10.804466247558594
0,0.9087742396762124,1,5,0.15625,-10.80733163016183,0.6105458940777824,False,0.0,agreement,0.000912257603237876,The teacher that the lawyer likes sleep.,The teacher that the lawyer likes sleeps.,object_relative_clause_that,relative_clause,candidate-00083,-10.808243887765068
0,0.4692121233258675,1,5,0.0,-10.807186671665736,0.6101368495396078,True,0.625,agreement,-0.005307878766741325,The student that the lawyer sees listen.,The student that the lawyer sees listens.,object_relative_clause_that,relative_clause,candidate-00408,-10.801878792898995
0,0.866485595703125,1,5,0.1875,-10.814670017787389,1.6208763122558594,True,0.0,agreement,-0.00133514404296875,The actor who the coach supports travel.,The actor who the coach supports travels.,object_relative_clause_who,relative_clause,candidate-00077,-10.81333487374442
0,0.9780927385602425,1,5,0.125,-10.804767063685826,1.614068276541561,True,0.0,agreement,-0.0002190726143975752,The driver who the broker guides study.,The driver who the broker guides studies.,object_relative_clause_who,relative_clause,candidate-00142,-10.804547991071429
0,0.725341796875,1,5,0.203125,-10.803930010114398,1.566070556640625,True,0.0,agreement,-0.00274658203125,The nurse who the mechanic sees open.,The nurse who the mechanic sees opens.,object_relative_clause_who,relative_clause,candidate-00051,-10.801183428083148
0,0.92643083844861,1,5,0.03125,-10.811632428850446,1.4945389883858564,True,0.0,agreement,-0.0007356916155139004,The scientist who the coach calls speak.,The scientist who the coach calls speaks.,object_relative_clause_who,relative_clause,candidate-00231,-10.810896737234932
0,0.9577113560269126,1,5,0.0,-10.810833522251674,1.4163979666574293,True,0.0625,agreement,-0.00042288643973087403,The author who the editor observes sleep.,The author who the editor observes sleeps.,object_relative_clause_who,relative_clause,candidate-00276,-10.810410635811943
0,0.6632167271206626,1,5,0.0,-10.818852015904017,1.2069451468332106,True,0.125,agreement,-0.003367832728793374,The judge who the visitor observes open.,The judge who the visitor observes opens.,object_relative_clause_who,relative_clause,candidate-00305,-10.815484183175224
0,0.5633806501116325,1,5,0.0,-10.81337411063058,1.1883769444057046,True,0.09375,agreement,-0.004366193498883675,The pilot who the lawyer questions laugh.,The pilot who the lawyer questions laughs.,object_relative_clause_who,relative_clause,candidate-00294,-10.809007917131696
0,0.779183523995485,1,5,0.0,-10.806836809430804,1.139812578473747,True,0.25,agreement,-0.0022081647600451504,The author who the neighbor supports write.,The author who the neighbor supports writes.,object_relative_clause_who,relative_clause,candidate-00350,-10.804628644670759
0,0.866485595703125,1,5,0.0,-10.811486380440849,1.1208763122558594,True,0.3125,agreement,-0.00133514404296875,The chef who the artist trusts travel.,The chef who the artist trusts travels.,object_relative_clause_who,relative_clause,candidate-00365,-10.81015123639788
0,0.57460675920764,1,5,0.0,-10.815696716308594,1.1002287728446123,True,0.1875,agreement,-0.0042539324079236,The guard who the singer trusts move.,The guard who the singer trusts moves.,object_relative_clause_who,relative_clause,candidate-00314,-10.81144278390067
0,0.46223667689739756,1,5,0.0,-10.813957214355469,1.0754061017718013,True,0.15625,agreement,-0.005377633231026024,The reporter who the mechanic knows listen.,The reporter who the mechanic knows listens.,object_relative_clause_who,relative_clause,candidate-00308,-10.808579581124443
0,0.941253662109375,1,5,0.0,-10.818699836730957,1.0331855773925782,True,0.4375,agreement,-0.00058746337890625,The author who the farmer admires open.,The author who the farmer admires opens.,object_relative_clause_who,relative_clause,candidate-00393,-10.81811237335205
0,0.9786376953125,1,5,0.0,-10.82292720249721,0.8018402099609374,True,0.6875,agreement,-0.000213623046875,The dancer who the singer follows study.,The dancer who the singer follows studies.,object_relative_clause_who,relative_clause,candidate-00528,-10.822713579450335
0,0.9082292829241325,1,5,0.234375,-10.802310398646764,0.6883978707449904,False,0.0,agreement,0.0009177071707586748,The nurse who the mechanic questions sleep.,The nurse who the mechanic questions sleeps.,object_relative_clause_who,relative_clause,candidate-00010,-10.803228105817523
0,0.9787466866628449,1,5,0.0,-10.808886936732701,0.6456445966447597,True,0.84375,agreement,-0.00021253313337155078,The nurse who the farmer likes study.,The nurse who the farmer likes studies.,object_relative_clause_who,relative_clause,candidate-00584,-10.80867440359933
0,0.922616141182985,1,5,0.15625,-10.811008998325892,0.6174806867326754,False,0.0,agreement,0.0007738385881701504,The teacher who the editor knows arrive.,The teacher who the editor knows arrives.,object_relative_clause_who,relative_clause,candidate-00130,-10.811782836914062
0,0.9719892229352425,1,5,0.203125,-10.802437918526786,1.689147622244686,True,0.0,agreement,-0.0002801077706475752,The dancers that the farmer likes closes.,The dancers that the farmer likes close.,plural_object_relative_clause_that,relative_clause,candidate-00131,-10.802157810756139
0,0.8693193708147575,1,5,0.25,-10.79994637625558,1.684790366036564,True,0.0,agreement,-0.0013068062918524248,The scientists that the lawyer guides waits.,The scientists that the lawyer guides wait.,plural_object_relative_clause_that,relative_clause,candidate-00048,-10.798639569963727
0,0.8754228864397575,1,5,0.21875,-10.818405151367188,1.656586020333439,True,0.0,agreement,-0.0012457711356024248,The chefs that the singer follows waits.,The chefs that the singer follows wait.,plural_object_relative_clause_that,relative_clause,candidate-00118,-10.817159380231585
0,0.6087210518972199,1,5,0.125,-10.818947928292411,1.4297518048967128,True,0.0,agreement,-0.003912789481027801,The birds that the editor calls runs.,The birds that the editor calls run.,plural_object_relative_clause_that,relative_clause,candidate-00215,-10.815035138811384
0,0.924468994140625,1,5,0.0,-10.812260219029017,1.3998100280761718,True,0.0625,agreement,-0.00075531005859375,The nurses that the artist calls sleeps.,The nurses that the artist calls sleep.,plural_object_relative_clause_that,relative_clause,candidate-00356,-10.811504908970424
0,0.6687752859934051,1,5,0.046875,-10.815820966448102,1.3815938677107091,True,0.0,agreement,-0.0033122471400659492,The managers that the visitor follows answers.,The managers that the visitor follows answer.,plural_object_relative_clause_that,relative_clause,candidate-00299,-10.812508719308036
0,0.67193603515625,1,5,0.03125,-10.819595336914062,1.3675460815429688,True,0.0,agreement,-0.0032806396484375,The chefs that the artist follows answers.,The chefs that the artist follows answer.,plural_object_relative_clause_that,relative_clause,candidate-00302,-10.816314697265625
0,0.906158447265625,1,5,0.0,-10.814285278320312,1.3281730651855468,True,0.125,agreement,-0.00093841552734375,The boys that the coach guides sleeps.,The boys that the coach guides sleep.,plural_object_relative_clause_that,relative_clause,candidate-00411,-10.813346862792969
0,0.3772234235491325,1,5,0.109375,-10.816919599260602,1.298609488351017,True,0.0,agreement,-0.006227765764508675,The dogs that the mechanic calls dances.,The dogs that the mechanic calls dance.,plural_object_relative_clause_that,relative_clause,candidate-00233,-10.810691833496094
0,0.9211992536272575,1,5,0.0,-10.81650870186942,1.2419284275600015,True,0.21875,agreement,-0.0007880074637274248,The dancers that the editor remembers arrives.,The dancers that the editor remembers arrive.,plural_object_relative_clause_that,relative_clause,candidate-00460,-10.815720694405693
0,0.3729727608815949,1,5,0.015625,-10.803650992257255,1.202738407679916,True,0.0,agreement,-0.006270272391184051,The actors that the broker remembers smiles.,The actors that the broker remembers smile.,plural_object_relative_clause_that,relative_clause,candidate-00306,-10.797380719866071
0,0.9678475516184051,1,5,0.0,-10.813511439732142,1.202705928257584,True,0.28125,agreement,-0.0003215244838159492,The reporters that the singer sees closes.,The reporters that the singer sees close.,plural_object_relative_clause_that,relative_clause,candidate-00474,-10.813189915248326
0,0.03618948800225754,1,5,0.171875,-10.817188807896205,1.1909335545131265,True,0.0,agreement,-0.009638105119977425,The chefs that the editor observes writes.,The chefs that the editor observes write.,plural_object_relative_clause_that,relative_clause,candidate-00160,-10.807550702776227
0,0.3289402553012124,1,5,0.0,-10.814700535365514,1.165141187395305,True,0.0,agreement,-0.006710597446987876,The writers that the doctor calls smiles.,The writers that the doctor calls smile.,plural_object_relative_clause_that,relative_clause,candidate-00329,-10.807989937918526
0,0.3719918387277801,1,5,0.0,-10.819584437779017,1.1553739275251622,True,0.03125,agreement,-0.006280081612722199,The actors that the editor trusts smiles.,The actors that the editor trusts smile.,plural_object_relative_clause_that,relative_clause,candidate-00332,-10.813304356166295
0,0.5789664132255226,1,5,0.0,-10.806841169084821,1.1336542401995358,True,0.15625,agreement,-0.004210335867744774,The authors that the mechanic guides works.,The authors that the mechanic guides work.,plural_object_relative_clause_that,relative_clause,candidate-00423,-10.802630833217076
1,0.8865763346353575,0,4,0.07500000000000001,-10.818253835042318,1.5184015909830433,True,0.0,agreement,-0.0011342366536464255,The writer behind the cars travel.,The writer behind the cars travels.,pp_plural_attractor_behind,pp_attractor,candidate-00095,-10.817119598388672
1,0.8689015706379024,0,4,0.04999999999999999,-10.8206418355306,1.4845818837483133,True,0.0,agreement,-0.001310984293620976,The writer behind the gardens close.,The writer behind the gardens closes.,pp_plural_attractor_behind,pp_attractor,candidate-00100,-10.819330851236979
1,0.4398752848308476,0,4,0.225,-10.831476847330729,1.445497767130593,True,0.0,agreement,-0.005601247151691524,The actor behind the keys listen.,The actor behind the keys listens.,pp_plural_attractor_behind,pp_attractor,candidate-00032,-10.825875600179037
1,0.929173787434955,0,4,0.0,-10.822906494140625,1.4146577199300425,True,0.050000000000000044,agreement,-0.0007082621256504495,The author behind the maps open.,The author behind the maps opens.,pp_plural_attractor_behind,pp_attractor,candidate-00136,-10.822198232014975
1,0.6157328287761601,0,4,0.1,-10.821932474772135,1.4082506815593039,True,0.0,agreement,-0.003842671712238399,The actor behind the cabinets answer.,The actor behind the cabinets answers.,pp_plural_attractor_behind,pp_attractor,candidate-00073,-10.818089803059896
1,0.43021138509120505,0,4,0.175,-10.828322092692057,1.3906754811605113,True,0.0,agreement,-0.0056978861490879495,The dancer behind the students run.,The dancer behind the students runs.,pp_plural_attractor_behind,pp_attractor,candidate-00047,-10.822624206542969
1,0.9379475911457149,0,4,0.0,-10.814343770345053,1.319035847981712,True,0.15000000000000002,agreement,-0.0006205240885428509,The manager behind the computers close.,The manager behind the computers closes.,pp_plural_attractor_behind,pp_attractor,candidate-00176,-10.81372324625651
1,0.36841328938808005,0,4,0.125,-10.82064692179362,1.309838231404652,True,0.0,agreement,-0.0063158671061191995,The robot behind the keys move.,The robot behind the keys moves.,pp_plural_attractor_behind,pp_attractor,candidate-00065,-10.8143310546875
1,0.34832255045566995,0,4,0.0,-10.831960042317709,1.1748129526773794,True,0.0,agreement,-0.0065167744954433005,The teacher behind the letters move.,The teacher behind the letters moves.,pp_plural_attractor_behind,pp_attractor,candidate-00119,-10.825443267822266
1,0.6754964192708925,0,4,0.0,-10.805498758951822,1.0880727132161754,True,0.25,agreement,-0.0032450358072910745,The driver behind the reports dance.,The driver behind the reports dances.,pp_plural_attractor_behind,pp_attractor,candidate-00193,-10.802253723144531
1,0.8917897542316524,0,4,0.225,-10.837682088216146,1.6710030873615946,True,0.0,agreement,-0.001082102457683476,The author beside the reports speak.,The author beside the reports speaks.,pp_plural_attractor_beside,pp_attractor,candidate-00024,-10.836599985758463
1,0.8653411865234375,0,4,0.125,-10.831178029378256,1.5578052520751953,True,0.0,agreement,-0.001346588134765625,The judge beside the instruments wait.,The judge beside the instruments waits.,pp_plural_attractor_beside,pp_attractor,candidate-00069,-10.82983144124349
1,0.927520751953125,0,4,0.07500000000000001,-10.842330932617188,1.5388328552246093,True,0.0,agreement,-0.00072479248046875,The nurse beside the keys open.,The nurse beside the keys opens.,pp_plural_attractor_beside,pp_attractor,candidate-00072,-10.841606140136719
1,0.920654296875,0,4,0.0,-10.837824503580729,1.460406494140625,True,0.0,agreement,-0.00079345703125,The pilot beside the computers sleep.,The pilot beside the computers sleeps.,pp_plural_attractor_beside,pp_attractor,candidate-00116,-10.837031046549479
1,0.738438924153705,0,4,0.04999999999999999,-10.83475112915039,1.4194810231526989,True,0.0,agreement,-0.0026156107584629495,The writer beside the computers run.,The writer beside the computers runs.,pp_plural_attractor_beside,pp_attractor,candidate-00111,-10.832135518391928
1,0.59259033203125,0,4,0.1,-10.843270619710287,1.3967025756835938,True,0.0,agreement,-0.0040740966796875,The reporter beside the cars return.,The reporter beside the cars returns.,pp_plural_attractor_beside,pp_attractor,candidate-00070,-10.8391965230306
1,0.95257059733067,0,4,0.0,-10.833009084065756,1.3763327280680042,True,0.09999999999999998,agreement,-0.00047429402669330045,The scientist beside the computers arrive.,The scientist beside the computers arrives.,pp_plural_attractor_beside,pp_attractor,candidate-00192,-10.832534790039062
1,0.21633402506522262,0,4,0.25,-10.830450693766275,1.358950678507546,True,0.0,agreement,-0.007836659749347774,The robot beside the reports return.,The robot beside the reports returns.,pp_plural_attractor_beside,pp_attractor,candidate-00004,-10.822614034016928
1,0.5975494384765625,0,4,0.0,-10.830814361572266,0.9991771697998046,True,0.30000000000000004,agreement,-0.004024505615234375,The teacher beside the reports smile.,The teacher beside the reports smiles.,pp_plural_attractor_beside,pp_attractor,candidate-00269,-10.826789855957031
1,0.657313028971295,0,4,0.0,-10.832497914632162,0.9789992014566763,True,0.35,agreement,-0.0034268697102870505,The robot beside the cars work.,The robot beside the cars works.,pp_plural_attractor_beside,pp_attractor,candidate-00277,-10.829071044921875
1,0.8532613118488399,0,4,0.2,-10.815728505452475,1.626777394612571,True,0.0,agreement,-0.001467386881511601,The nurse near the cars read.,The nurse near the cars reads.,pp_plural_attractor_near,pp_attractor,candidate-00060,-10.814261118570963
1,0.8606363932292851,0,4,0.15,-10.819052378336588,1.5804575602214133,True,0.0,agreement,-0.001393636067707149,The writer near the maps close.,The writer near the maps closes.,pp_plural_attractor_near,pp_attractor,candidate-00104,-10.81765874226888
1,0.9895731608072325,0,4,0.07500000000000001,-10.814130147298178,1.569797007242809,True,0.0,agreement,-0.00010426839192767545,The guard near the cabinets notice.,The guard near the cabinets notices.,pp_plural_attractor_near,pp_attractor,candidate-00138,-10.81402587890625
1,0.927520751953125,0,4,0.04999999999999999,-10.820822397867838,1.5138328552246094,True,0.0,agreement,-0.00072479248046875,The scientist near the keys open.,The scientist near the keys opens.,pp_plural_attractor_near,pp_attractor,candidate-00147,-10.82009760538737
1,0.8995463053386601,0,4,0.0,-10.816980997721354,1.3998736063639914,True,0.050000000000000044,agreement,-0.001004536946613399,The writer near the keys arrive.,The writer near the keys arrives.,pp_plural_attractor_near,pp_attractor,candidate-00179,-10.81597646077474
1,0.34832255045566995,0,4,0.1,-10.836434682210287,1.2748129526773795,True,0.0,agreement,-0.0065167744954433005,The teacher near the letters move.,The teacher near the letters moves.,pp_plural_attractor_near,pp_attractor,candidate-00137,-10.829917907714844
1,0.5975494384765625,0,4,0.0,-10.817076365152994,1.0491771697998047,True,0.25,agreement,-0.004024505615234375,The dog near the reports smile.,The dog near the reports smiles.,pp_plural_attractor_near,pp_attractor,candidate-00338,-10.81305185953776
1,0.3055979410808476,0,4,0.0,-10.824019114176432,1.0034933725993431,True,0.15000000000000002,agreement,-0.006944020589191524,The nurse near the maps laugh.,The nurse near the maps laughs.,pp_plural_attractor_near,pp_attractor,candidate-00226,-10.81707509358724
1,0.0,0,4,0.0,-10.812689463297525,1.0014718373616536,True,0.0,agreement,-0.014718373616535274,The robot near the paintings write.,The robot near the paintings writes.,pp_plural_attractor_near,pp_attractor,candidate-00166,-10.79797108968099
1,0.7065226236980351,0,4,0.0,-10.81411616007487,0.8535547892253195,True,0.5,agreement,-0.002934773763019649,The teacher near the cabinets dance.,The teacher near the cabinets dances.,pp_plural_attractor_near,pp_attractor,candidate-00379,-10.81118138631185
1,0.92523193359375,0,4,0.225,-10.85400644938151,1.6876907348632812,True,0.0,agreement,-0.0007476806640625,The driver with the letters open.,The driver with the letters opens.,pp_plural_attractor_with,pp_attractor,candidate-00028,-10.853258768717447
1,0.9674479166666075,0,4,0.125,-10.850570678710938,1.608756510416637,True,0.0,agreement,-0.00032552083333392545,The actor with the computers open.,The actor with the computers opens.,pp_plural_attractor_with,pp_attractor,candidate-00082,-10.850245157877604
1,0.7996012369791075,0,4,0.2,-10.837821960449219,1.6000010172525745,True,0.0,agreement,-0.0020039876302089255,The student with the cabinets travel.,The student with the cabinets travels.,pp_plural_attractor_with,pp_attractor,candidate-00046,-10.83581797281901
1,0.8249053955078125,0,4,0.04999999999999999,-10.840513865152994,1.4626277923583986,True,0.0,agreement,-0.001750946044921875,The robot with the keys sleep.,The robot with the keys sleeps.,pp_plural_attractor_with,pp_attractor,candidate-00162,-10.838762919108072
