clause_depth,correct,dependency_distance,dependency_distance_bucket,failure,grammatical,grammatical_score,model_id,model_name,model_provider,near_failure,pair_id,phenomenon,preference_margin,subtype,template_type,ungrammatical,ungrammatical_score
0,True,4,medium_2_4,False,The reporters with the car notice.,-10.834583282470703,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0070,agreement,0.00011316935221294955,pp_singular_attractor_with,pp_attractor,The reporters with the car notices.,-10.834696451822916
1,False,5,long_5_plus,True,The scientist that the clerks help laughs.,-10.80579594203404,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0071,agreement,-0.0042909894670764,object_relative_clause_plural_embedded_that,relative_clause,The scientist that the clerks help laugh.,-10.801504952566964
0,False,1,short_1,True,The guards notice.,-10.807362874348959,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0072,agreement,-0.00028737386067767545,simple_plural,simple_agreement,The guards notices.,-10.807075500488281
0,True,4,medium_2_4,False,The guard near the cabinets runs.,-10.804829915364584,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0073,agreement,0.005162556966144649,pp_plural_attractor_near,pp_attractor,The guard near the cabinets run.,-10.809992472330729
1,False,5,long_5_plus,True,The chef who the singers trust notices.,-10.804794311523438,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0074,agreement,-5.667550223265039e-05,object_relative_clause_plural_embedded_who,relative_clause,The chef who the singers trust notice.,-10.804737636021205
0,True,1,short_1,False,The writer notices.,-10.796380360921225,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0075,agreement,0.0006955464680977741,simple_singular,simple_agreement,The writer notice.,-10.797075907389322
0,False,4,medium_2_4,True,The teachers near the student read.,-10.81759262084961,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0076,agreement,-0.0019353230794276755,pp_singular_attractor_near,pp_attractor,The teachers near the student reads.,-10.815657297770182
1,False,5,long_5_plus,True,The reporter that the neighbor admires laughs.,-10.826751708984375,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,relative_clause-0077,agreement,-0.013205528259277344,object_relative_clause_that,relative_clause,The reporter that the neighbor admires laugh.,-10.813546180725098
0,True,1,short_1,False,The dancers write.,-10.809041341145834,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0078,agreement,0.0047785441080723245,simple_plural,simple_agreement,The dancers writes.,-10.813819885253906
0,False,4,medium_2_4,True,The manager behind the students opens.,-10.821234385172525,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0079,agreement,-0.0007349650065098245,pp_plural_attractor_behind,pp_attractor,The manager behind the students open.,-10.820499420166016
1,False,5,long_5_plus,True,The judge who the lawyer calls moves.,-10.815468924386161,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0080,agreement,-0.004906790597098976,object_relative_clause_who,relative_clause,The judge who the lawyer calls move.,-10.810562133789062
0,True,1,short_1,False,The actor waits.,-10.834589640299479,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,simple_agreement-0081,agreement,0.011690775553386601,simple_singular,simple_agreement,The actor wait.,-10.846280415852865
0,True,4,medium_2_4,False,The birds behind the map listen.,-10.819712320963541,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0082,agreement,0.005198160807292851,pp_singular_attractor_behind,pp_attractor,The birds behind the map listens.,-10.824910481770834
1,True,5,long_5_plus,False,The judges that the singer observes close.,-10.811718532017299,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0083,agreement,0.00079345703125,plural_object_relative_clause_that,relative_clause,The judges that the singer observes closes.,-10.812511989048549
0,False,1,short_1,True,The dancers work.,-10.818559010823568,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0084,agreement,-0.002941131591796875,simple_plural,simple_agreement,The dancers works.,-10.815617879231771
0,True,4,medium_2_4,False,The robot beside the cabinets closes.,-10.830713907877604,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0085,agreement,0.001269022623699101,pp_plural_attractor_beside,pp_attractor,The robot beside the cabinets close.,-10.831982930501303
1,False,5,long_5_plus,True,The pilot that the lawyers question studies.,-10.817502702985491,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0086,agreement,-0.000213623046875,object_relative_clause_plural_embedded_that,relative_clause,The pilot that the lawyers question study.,-10.817289079938616
0,True,1,short_1,False,The chef runs.,-10.812335968017578,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,simple_agreement-0087,agreement,0.010938008626302675,simple_singular,simple_agreement,The chef run.,-10.82327397664388
0,True,4,medium_2_4,False,The pilots beside the report arrive.,-10.839111328125,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0088,agreement,0.0010121663411464255,pp_singular_attractor_beside,pp_attractor,The pilots beside the report arrives.,-10.840123494466146
1,True,5,long_5_plus,False,The writer who the editors admire arrives.,-10.804428100585938,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0089,agreement,0.0007869175502239756,object_relative_clause_plural_embedded_who,relative_clause,The writer who the editors admire arrive.,-10.805215018136161
0,False,1,short_1,True,The drivers travel.,-10.822214762369791,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0090,agreement,-0.0022379557291660745,simple_plural,simple_agreement,The drivers travels.,-10.819976806640625
0,False,4,medium_2_4,True,The musician with the instruments smiles.,-10.831016540527344,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0091,agreement,-0.0040219624837245505,pp_plural_attractor_with,pp_attractor,The musician with the instruments smile.,-10.82699457804362
1,False,5,long_5_plus,True,The chef that the broker admires runs.,-10.820442199707031,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0092,agreement,-0.0041370391845703125,object_relative_clause_that,relative_clause,The chef that the broker admires run.,-10.816305160522461
0,False,1,short_1,True,The bird speaks.,-10.820508321126303,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0093,agreement,-0.00148773193359375,simple_singular,simple_agreement,The bird speak.,-10.819020589192709
0,False,4,medium_2_4,True,The authors with the garden study.,-10.851476033528646,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0094,agreement,-0.0005518595377616009,pp_singular_attractor_with,pp_attractor,The authors with the garden studies.,-10.850924173990885
1,False,5,long_5_plus,True,The musician who the farmer supports opens.,-10.797415597098214,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0095,agreement,-0.0027476719447534492,object_relative_clause_who,relative_clause,The musician who the farmer supports open.,-10.79466792515346
0,False,1,short_1,True,The judges arrive.,-10.829432169596354,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0096,agreement,-0.001679738362629024,simple_plural,simple_agreement,The judges arrives.,-10.827752431233725
0,False,4,medium_2_4,True,The author near the cabinets answers.,-10.821680704752604,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0097,agreement,-0.003841400146484375,pp_plural_attractor_near,pp_attractor,The author near the cabinets answer.,-10.81783930460612
1,True,5,long_5_plus,False,The drivers that the doctor remembers study.,-10.808049883161273,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0098,agreement,0.0002190726143975752,plural_object_relative_clause_that,relative_clause,The drivers that the doctor remembers studies.,-10.80826895577567
0,True,1,short_1,False,The robot answers.,-10.808283487955729,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,simple_agreement-0099,agreement,0.01442845662434955,simple_singular,simple_agreement,The robot answer.,-10.822711944580078
0,True,4,medium_2_4,False,The dancers near the car dance.,-10.807567596435547,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0100,agreement,0.0031941731770839255,pp_singular_attractor_near,pp_attractor,The dancers near the car dances.,-10.81076176961263
1,False,5,long_5_plus,True,The pilot that the clerks like writes.,-10.814137050083705,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0101,agreement,-0.00013296944754337403,object_relative_clause_plural_embedded_that,relative_clause,The pilot that the clerks like write.,-10.814004080636161
0,False,1,short_1,True,The pilots dance.,-10.82910410563151,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0102,agreement,-0.0020815531412754495,simple_plural,simple_agreement,The pilots dances.,-10.827022552490234
0,False,4,medium_2_4,True,The chef behind the reports works.,-10.804898579915365,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0103,agreement,-0.00653076171875,pp_plural_attractor_behind,pp_attractor,The chef behind the reports work.,-10.798367818196615
1,False,5,long_5_plus,True,The author who the mechanics trust writes.,-10.811710902622767,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0104,agreement,-0.0021580287388385244,object_relative_clause_plural_embedded_who,relative_clause,The author who the mechanics trust write.,-10.809552873883929
0,True,1,short_1,False,The robot notices.,-10.807650248209635,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0105,agreement,0.00028355916341205045,simple_singular,simple_agreement,The robot notice.,-10.807933807373047
0,False,4,medium_2_4,True,The drivers behind the instrument listen.,-10.80648422241211,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0106,agreement,-0.005680084228515625,pp_singular_attractor_behind,pp_attractor,The drivers behind the instrument listens.,-10.800804138183594
1,True,5,long_5_plus,False,The nurse that the coach supports sleeps.,-10.804930550711495,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0107,agreement,0.0009405953543542012,object_relative_clause_that,relative_clause,The nurse that the coach supports sleep.,-10.805871146065849
